"Notes"	"MSA"	"MSA Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Crude Rate
	" Louisville/Jefferson County, KY-IN  "	"31140"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	42	11065	379.6
	" Louisville/Jefferson County, KY-IN  "	"31140"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	55	5947	924.8
	" Louisville/Jefferson County, KY-IN  "	"31140"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	10466	286.6
	" Louisville/Jefferson County, KY-IN  "	"31140"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	3662	628.1
	" Madison, WI  "	"31540"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	11214	142.7
	" Madison, WI  "	"31540"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	8409	261.6
	" Madison, WI  "	"31540"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	7960	339.2
	" Madison, WI  "	"31540"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	7620	315.0
	" Madison, WI  "	"31540"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	6612	347.9
	" Madison, WI  "	"31540"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	7406	270.1
	" Madison, WI  "	"31540"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	5857	597.6
	" Madison, WI  "	"31540"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	4742	548.3
	" Madison, WI  "	"31540"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	2955	541.5
	" McAllen-Edinburg-Mission, TX  "	"32580"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	7158	433.1
	" McAllen-Edinburg-Mission, TX  "	"32580"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	8052	236.0
	" McAllen-Edinburg-Mission, TX  "	"32580"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	6760	340.2
	" McAllen-Edinburg-Mission, TX  "	"32580"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	5389	501.0
	" McAllen-Edinburg-Mission, TX  "	"32580"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	2915	548.9
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	146537	22.5
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	131507	33.5
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	29294	61.4
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	66	126410	52.2
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	94	119974	78.4
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	25	22076	113.2
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	116	112373	103.2
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	18698	90.9
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	123	102050	120.5
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	34	16088	211.3
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	158	92789	170.3
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	15475	116.3
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	158	93277	169.4
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	38	13016	291.9
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	236	79912	295.3
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	20	12593	158.8
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	216	95939	225.1
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	50	9789	510.8
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	327	78490	416.6
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	18	9999	180.0
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	317	104616	303.0
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	33	6803	485.1
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	430	81371	528.4
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	322	95375	337.6
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	28	4158	673.4
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	342	69760	490.3
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	238	71899	331.0
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	259	47618	543.9
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	186	70162	265.1
	" Miami-Fort Lauderdale-West Palm Beach, FL  "	"33100"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	196	37425	523.7
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	39419	60.9
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	38720	64.6
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	30029	116.6
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	28543	133.1
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	47	24726	190.1
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	22459	271.6
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	68	23541	288.9
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	101	19979	505.5
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	73	24541	297.5
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	104	18763	554.3
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	59	22406	263.3
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	97	14850	653.2
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	60	16905	354.9
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	60	9341	642.3
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	17147	221.6
	" Milwaukee-Waukesha-West Allis, WI  "	"33340"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	26	6095	426.6
	" Modesto, CA  "	"33700"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	16	6925	231.0
	" Modesto, CA  "	"33700"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	21	6220	337.6
	" Modesto, CA  "	"33700"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	6299	381.0
	" Modesto, CA  "	"33700"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	29	5550	522.5
	" Modesto, CA  "	"33700"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	6162	357.0
	" Modesto, CA  "	"33700"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	4781	460.2
	" Modesto, CA  "	"33700"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	23	5439	422.9
	" Modesto, CA  "	"33700"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	3977	603.5
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	24	42263	56.8
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	22	36862	59.7
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	36522	109.5
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	41	28367	144.5
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	27251	198.2
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	22619	194.5
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	93	21031	442.2
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	64	19511	328.0
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	83	16464	504.1
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	43	18042	238.3
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	90	13655	659.1
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	44	15469	284.4
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	78	9961	783.1
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	11020	181.5
	" Nashville-Davidson-Murfreesboro-Franklin, TN  "	"34980"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	5790	569.9
	" New Haven-Milford, CT  "	"35300"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	17	23928	71.0
	" New Haven-Milford, CT  "	"35300"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	18366	147.0
	" New Haven-Milford, CT  "	"35300"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	40	17066	234.4
	" New Haven-Milford, CT  "	"35300"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	31	14302	216.8
	" New Haven-Milford, CT  "	"35300"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	30	12863	233.2
	" New Haven-Milford, CT  "	"35300"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	38	14053	270.4
	" New Haven-Milford, CT  "	"35300"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	11676	411.1
	" New Haven-Milford, CT  "	"35300"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	49	15347	319.3
	" New Haven-Milford, CT  "	"35300"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	63	11351	555.0
	" New Haven-Milford, CT  "	"35300"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	45	14844	303.2
	" New Haven-Milford, CT  "	"35300"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	57	10096	564.6
	" New Haven-Milford, CT  "	"35300"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	48	11938	402.1
	" New Haven-Milford, CT  "	"35300"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	6730	802.4
	" New Haven-Milford, CT  "	"35300"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	20	11430	175.0
	" New Haven-Milford, CT  "	"35300"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	25	4451	561.7
	" New Orleans-Metairie, LA  "	"35380"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	27763	68.4
	" New Orleans-Metairie, LA  "	"35380"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	37	11509	321.5
	" New Orleans-Metairie, LA  "	"35380"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	33	27158	121.5
	" New Orleans-Metairie, LA  "	"35380"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	21507	125.5
	" New Orleans-Metairie, LA  "	"35380"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	32	8272	386.8
	" New Orleans-Metairie, LA  "	"35380"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	51	20718	246.2
	" New Orleans-Metairie, LA  "	"35380"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	8553	198.8
	" New Orleans-Metairie, LA  "	"35380"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	17297	202.3
	" New Orleans-Metairie, LA  "	"35380"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	37	6412	577.0
	" New Orleans-Metairie, LA  "	"35380"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	69	15879	434.5
	" New Orleans-Metairie, LA  "	"35380"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	52	16188	321.2
	" New Orleans-Metairie, LA  "	"35380"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	42	5187	809.7
	" New Orleans-Metairie, LA  "	"35380"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	64	13244	483.2
	" New Orleans-Metairie, LA  "	"35380"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	22	6161	357.1
	" New Orleans-Metairie, LA  "	"35380"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	61	17105	356.6
	" New Orleans-Metairie, LA  "	"35380"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	44	4122	1067.4
	" New Orleans-Metairie, LA  "	"35380"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	96	12930	742.5
	" New Orleans-Metairie, LA  "	"35380"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	54	14582	370.3
	" New Orleans-Metairie, LA  "	"35380"	"75-79 years"	"75-79"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	33	3047	1083.0
	" New Orleans-Metairie, LA  "	"35380"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	67	9944	673.8
	" New Orleans-Metairie, LA  "	"35380"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	32	9457	338.4
	" New Orleans-Metairie, LA  "	"35380"	"80-84 years"	"80-84"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	17	1548	1098.2
	" New Orleans-Metairie, LA  "	"35380"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	43	5056	850.5
	" New Orleans-Metairie, LA  "	"35380"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	27	9021	299.3
	" New Orleans-Metairie, LA  "	"35380"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	19	3121	608.8
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	37	569297	6.5
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	35	574885	6.1
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"40-44 years"	"40-44"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	27	161101	16.8
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	87	542622	16.0
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"40-44 years"	"40-44"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	40	128623	31.1
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	89	534705	16.6
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"45-49 years"	"45-49"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	41	135269	30.3
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	156	488773	31.9
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"45-49 years"	"45-49"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	53	105457	50.3
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	188	466792	40.3
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"50-54 years"	"50-54"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	59	117788	50.1
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	265	453957	58.4
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"50-54 years"	"50-54"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	115	87865	130.9
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	331	419547	78.9
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"55-59 years"	"55-59"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	83	96625	85.9
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	414	358160	115.6
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"55-59 years"	"55-59"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	136	69305	196.2
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	533	323513	164.8
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"60-64 years "	"60-64"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	98	79196	123.7
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	510	298089	171.1
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"60-64 years "	"60-64"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	173	56428	306.6
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	701	263121	266.4
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"65-69 years"	"65-69"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	119	61750	192.7
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	719	276137	260.4
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"65-69 years"	"65-69"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	184	41819	440.0
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	895	229678	389.7
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"70-74 years"	"70-74"	"Female"	"F"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	119	51181	232.5
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"Respiratory System"	"22010-22060"	878	280610	312.9
	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"70-74 years"	"70-74"	"Male"	"M"	"Black or African American"	"2054-5"	"Respiratory System"	"22010-22060"	151	30976	487.5
