States,States Code,Age Groups,Age Groups Code,Cancer Sites,Cancer Sites Code,Race,Race Code,Count,Population,Crude Rate
New Jersey,34,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,685,157713,434.3
New Jersey,34,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,25,9325,268.1
New Jersey,34,85+ years,85+,Lung and Bronchus,22030,White,2106-3,420,129898,323.3
New Mexico,35,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,20,120194,16.6
New Mexico,35,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,36,110965,32.4
New Mexico,35,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,71,89314,79.5
New Mexico,35,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,111,69859,158.9
New Mexico,35,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,136,59296,229.4
New Mexico,35,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,173,52153,331.7
New Mexico,35,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,158,41868,377.4
New Mexico,35,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,99,28657,345.5
New Mexico,35,85+ years,85+,Lung and Bronchus,22030,White,2106-3,66,22836,289
New York,36,30-34 years,30-34,Lung and Bronchus,22030,White,2106-3,16,1019092,1.6
New York,36,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,46,1102957,4.2
New York,36,40-44 years,40-44,Larynx,22020,White,2106-3,18,1145534,1.6
New York,36,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,52,270903,19.2
New York,36,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,176,1145534,15.4
New York,36,45-49 years,45-49,Larynx,22020,White,2106-3,36,1060634,3.4
New York,36,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,76,230405,33
New York,36,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,346,1060634,32.6
New York,36,50-54 years,50-54,"Nose, Nasal Cavity and Middle Ear",22010,White,2106-3,18,974405,1.8
New York,36,50-54 years,50-54,Larynx,22020,White,2106-3,50,974405,5.1
New York,36,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,144,198482,72.6
New York,36,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,636,974405,65.3
New York,36,55-59 years,55-59,Larynx,22020,Black or African American,2054-5,23,156917,14.7
New York,36,55-59 years,55-59,Larynx,22020,White,2106-3,86,813750,10.6
New York,36,55-59 years,55-59,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,18,55784,32.3
New York,36,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,168,156917,107.1
New York,36,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,1012,813750,124.4
New York,36,60-64 years ,60-64,Larynx,22020,Black or African American,2054-5,24,124952,19.2
New York,36,60-64 years ,60-64,Larynx,22020,White,2106-3,88,617164,14.3
New York,36,60-64 years ,60-64,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,35,43458,80.5
New York,36,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,231,124952,184.9
New York,36,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,1323,617164,214.4
New York,36,65-69 years,65-69,Larynx,22020,Black or African American,2054-5,18,98120,18.3
New York,36,65-69 years,65-69,Larynx,22020,White,2106-3,106,521614,20.3
New York,36,65-69 years,65-69,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,48,33499,143.3
New York,36,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,229,98120,233.4
New York,36,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,1548,521614,296.8
New York,36,70-74 years,70-74,Larynx,22020,White,2106-3,99,503214,19.7
New York,36,70-74 years,70-74,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,45,23705,189.8
New York,36,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,222,75674,293.4
New York,36,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,1935,503214,384.5
New York,36,75-79 years,75-79,Larynx,22020,White,2106-3,84,443860,18.9
New York,36,75-79 years,75-79,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,38,16024,237.1
New York,36,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,172,57905,297
New York,36,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,1956,443860,440.7
New York,36,80-84 years,80-84,Larynx,22020,White,2106-3,56,323898,17.3
New York,36,80-84 years,80-84,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,20,9436,212
New York,36,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,107,36293,294.8
New York,36,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,1335,323898,412.2
New York,36,85+ years,85+,Larynx,22020,White,2106-3,37,285077,13
New York,36,85+ years,85+,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,16,7107,225.1
New York,36,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,74,28986,255.3
New York,36,85+ years,85+,Lung and Bronchus,22030,White,2106-3,878,285077,308
North Carolina,37,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,30,475904,6.3
North Carolina,37,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,33,142060,23.2
North Carolina,37,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,76,492135,15.4
North Carolina,37,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,67,131553,50.9
North Carolina,37,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,150,459086,32.7
North Carolina,37,50-54 years,50-54,Larynx,22020,Black or African American,2054-5,27,110527,24.4
North Carolina,37,50-54 years,50-54,Larynx,22020,White,2106-3,29,424148,6.8
North Carolina,37,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,102,110527,92.3
North Carolina,37,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,274,424148,64.6
North Carolina,37,55-59 years,55-59,Larynx,22020,White,2106-3,32,368530,8.7
North Carolina,37,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,131,77159,169.8
North Carolina,37,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,455,368530,123.5
North Carolina,37,60-64 years ,60-64,Larynx,22020,White,2106-3,37,283950,13
North Carolina,37,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,149,57796,257.8
North Carolina,37,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,646,283950,227.5
North Carolina,37,65-69 years,65-69,Larynx,22020,White,2106-3,41,239776,17.1
North Carolina,37,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,147,48850,300.9
North Carolina,37,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,855,239776,356.6
North Carolina,37,70-74 years,70-74,Larynx,22020,White,2106-3,46,208851,22
North Carolina,37,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,138,39644,348.1
North Carolina,37,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,903,208851,432.4
North Carolina,37,75-79 years,75-79,Larynx,22020,White,2106-3,22,171604,12.8
North Carolina,37,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,112,31958,350.5
North Carolina,37,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,826,171604,481.3
North Carolina,37,80-84 years,80-84,Larynx,22020,White,2106-3,17,117415,14.5
North Carolina,37,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,67,21096,317.6
North Carolina,37,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,482,117415,410.5
North Carolina,37,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,37,17703,209
North Carolina,37,85+ years,85+,Lung and Bronchus,22030,White,2106-3,223,91090,244.8
North Dakota,38,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,16,39858,40.1
North Dakota,38,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,36,30761,117
North Dakota,38,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,45,24099,186.7
North Dakota,38,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,52,22332,232.8
North Dakota,38,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,71,21454,330.9
North Dakota,38,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,86,18778,458
North Dakota,38,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,51,14740,346
North Dakota,38,85+ years,85+,Lung and Bronchus,22030,White,2106-3,29,14913,194.5
Ohio,39,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,44,712611,6.2
Ohio,39,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,21,105119,20
Ohio,39,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,149,795227,18.7
Ohio,39,45-49 years,45-49,Larynx,22020,White,2106-3,25,764608,3.3
Ohio,39,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,51,94205,54.1
Ohio,39,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,280,764608,36.6
Ohio,39,50-54 years,50-54,Larynx,22020,White,2106-3,45,684079,6.6
Ohio,39,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,63,78787,80
Ohio,39,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,492,684079,71.9
Ohio,39,55-59 years,55-59,Larynx,22020,White,2106-3,69,545887,12.6
Ohio,39,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,79,54937,143.8
Ohio,39,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,718,545887,131.5
Ohio,39,60-64 years ,60-64,Larynx,22020,White,2106-3,50,429159,11.7
Ohio,39,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,136,44360,306.6
Ohio,39,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,1004,429159,233.9
Ohio,39,65-69 years,65-69,Larynx,22020,White,2106-3,79,355633,22.2
Ohio,39,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,144,39355,365.9
Ohio,39,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,1228,355633,345.3
Ohio,39,70-74 years,70-74,Larynx,22020,White,2106-3,70,337639,20.7
Ohio,39,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,206,33671,611.8
Ohio,39,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,1432,337639,424.1
Ohio,39,75-79 years,75-79,Larynx,22020,White,2106-3,44,298719,14.7
Ohio,39,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,120,26300,456.3
Ohio,39,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,1429,298719,478.4
Ohio,39,80-84 years,80-84,Larynx,22020,White,2106-3,37,211553,17.5
Ohio,39,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,73,16150,452
Ohio,39,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,890,211553,420.7
Ohio,39,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,42,12427,338
Ohio,39,85+ years,85+,Lung and Bronchus,22030,White,2106-3,526,169835,309.7
Oklahoma,40,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,36,218490,16.5
Oklahoma,40,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,79,210832,37.5
Oklahoma,40,50-54 years,50-54,Larynx,22020,White,2106-3,17,188483,9
Oklahoma,40,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,140,188483,74.3
Oklahoma,40,55-59 years,55-59,Larynx,22020,White,2106-3,18,163664,11
Oklahoma,40,55-59 years,55-59,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,30,13322,225.2
Oklahoma,40,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,25,10158,246.1
Oklahoma,40,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,266,163664,162.5
Oklahoma,40,60-64 years ,60-64,Larynx,22020,White,2106-3,26,131934,19.7
Oklahoma,40,60-64 years ,60-64,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,31,9865,314.2
Oklahoma,40,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,18,7846,229.4
Oklahoma,40,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,357,131934,270.6
Oklahoma,40,65-69 years,65-69,Larynx,22020,White,2106-3,26,114724,22.7
Oklahoma,40,65-69 years,65-69,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,22,7748,283.9
Oklahoma,40,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,26,6301,412.6
Oklahoma,40,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,424,114724,369.6
Oklahoma,40,70-74 years,70-74,Larynx,22020,White,2106-3,20,101108,19.8
Oklahoma,40,70-74 years,70-74,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,32,5742,557.3
Oklahoma,40,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,35,5006,699.2
Oklahoma,40,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,502,101108,496.5
Oklahoma,40,75-79 years,75-79,Larynx,22020,White,2106-3,23,85456,26.9
Oklahoma,40,75-79 years,75-79,Lung and Bronchus,22030,American Indian or Alaska Native,1002-5,35,4363,802.2
Oklahoma,40,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,27,3917,689.3
Oklahoma,40,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,468,85456,547.7
Oklahoma,40,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,280,59927,467.2
Oklahoma,40,85+ years,85+,Lung and Bronchus,22030,White,2106-3,164,50947,321.9
Oregon,41,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,32,249419,12.8
Oregon,41,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,60,259255,23.1
Oregon,41,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,119,240476,49.5
Oregon,41,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,198,189673,104.4
Oregon,41,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,269,138413,194.3
Oregon,41,65-69 years,65-69,Larynx,22020,White,2106-3,20,110622,18.1
Oregon,41,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,375,110622,339
Oregon,41,70-74 years,70-74,Larynx,22020,White,2106-3,16,101063,15.8
Oregon,41,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,474,101063,469
Oregon,41,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,432,91832,470.4
Oregon,41,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,317,69512,456
Oregon,41,85+ years,85+,Lung and Bronchus,22030,White,2106-3,189,59157,319.5
Pennsylvania,42,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,35,773013,4.5
Pennsylvania,42,40-44 years,40-44,Larynx,22020,White,2106-3,16,871424,1.8
Pennsylvania,42,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,23,99761,23.1
Pennsylvania,42,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,130,871424,14.9
Pennsylvania,42,45-49 years,45-49,Larynx,22020,White,2106-3,20,843942,2.4
Pennsylvania,42,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,63,88029,71.6
Pennsylvania,42,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,262,843942,31
Pennsylvania,42,50-54 years,50-54,Larynx,22020,White,2106-3,57,749728,7.6
Pennsylvania,42,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,74,74943,98.7
Pennsylvania,42,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,452,749728,60.3
Pennsylvania,42,55-59 years,55-59,Larynx,22020,White,2106-3,79,618886,12.8
Pennsylvania,42,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,126,54419,231.5
Pennsylvania,42,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,760,618886,122.8
Pennsylvania,42,60-64 years ,60-64,Larynx,22020,White,2106-3,82,481864,17
Pennsylvania,42,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,130,43101,301.6
Pennsylvania,42,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,965,481864,200.3
Pennsylvania,42,65-69 years,65-69,Larynx,22020,White,2106-3,72,421801,17.1
Pennsylvania,42,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,131,37483,349.5
Pennsylvania,42,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,1343,421801,318.4
Pennsylvania,42,70-74 years,70-74,Larynx,22020,White,2106-3,76,428194,17.7
Pennsylvania,42,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,155,32780,472.8
Pennsylvania,42,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,1801,428194,420.6
Pennsylvania,42,75-79 years,75-79,Larynx,22020,White,2106-3,76,390306,19.5
Pennsylvania,42,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,154,26392,583.5
Pennsylvania,42,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,1772,390306,454
Pennsylvania,42,80-84 years,80-84,Larynx,22020,White,2106-3,61,287199,21.2
Pennsylvania,42,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,86,16796,512
Pennsylvania,42,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,1124,287199,391.4
Pennsylvania,42,85+ years,85+,Larynx,22020,White,2106-3,19,231639,8.2
Pennsylvania,42,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,52,12867,404.1
Pennsylvania,42,85+ years,85+,Lung and Bronchus,22030,White,2106-3,693,231639,299.2
Rhode Island,44,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,21,79101,26.5
Rhode Island,44,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,30,73736,40.7
Rhode Island,44,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,53,64986,81.6
Rhode Island,44,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,78,54131,144.1
Rhode Island,44,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,97,38770,250.2
Rhode Island,44,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,122,32977,370
Rhode Island,44,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,153,33410,457.9
Rhode Island,44,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,161,32456,496.1
Rhode Island,44,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,103,24601,418.7
Rhode Island,44,85+ years,85+,Lung and Bronchus,22030,White,2106-3,54,21469,251.5
South Carolina,45,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,21,91931,22.8
South Carolina,45,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,44,218892,20.1
South Carolina,45,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,41,87589,46.8
South Carolina,45,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,70,210016,33.3
South Carolina,45,50-54 years,50-54,Larynx,22020,White,2106-3,21,198271,10.6
South Carolina,45,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,61,75218,81.1
South Carolina,45,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,146,198271,73.6
South Carolina,45,55-59 years,55-59,Larynx,22020,White,2106-3,37,177065,20.9
South Carolina,45,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,92,53574,171.7
South Carolina,45,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,244,177065,137.8
South Carolina,45,60-64 years ,60-64,Larynx,22020,White,2106-3,20,138844,14.4
South Carolina,45,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,99,39735,249.2
South Carolina,45,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,343,138844,247
South Carolina,45,65-69 years,65-69,Larynx,22020,White,2106-3,21,116969,18
South Carolina,45,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,99,33054,299.5
South Carolina,45,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,429,116969,366.8
South Carolina,45,70-74 years,70-74,Larynx,22020,White,2106-3,20,98519,20.3
South Carolina,45,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,81,26087,310.5
South Carolina,45,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,454,98519,460.8
South Carolina,45,75-79 years,75-79,Larynx,22020,White,2106-3,23,80767,28.5
South Carolina,45,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,79,21066,375
South Carolina,45,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,384,80767,475.4
South Carolina,45,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,50,14309,349.4
South Carolina,45,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,221,54534,405.3
South Carolina,45,85+ years,85+,Lung and Bronchus,22030,Black or African American,2054-5,34,11907,285.5
South Carolina,45,85+ years,85+,Lung and Bronchus,22030,White,2106-3,128,40122,319
South Dakota,46,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,40,35212,113.6
South Dakota,46,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,58,28163,205.9
South Dakota,46,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,70,25196,277.8
South Dakota,46,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,89,24609,361.7
South Dakota,46,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,95,21861,434.6
South Dakota,46,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,62,16708,371.1
South Dakota,46,85+ years,85+,Lung and Bronchus,22030,White,2106-3,44,16199,271.6
Tennessee,47,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,20,354809,5.6
Tennessee,47,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,57,371485,15.3
Tennessee,47,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,37,68885,53.7
Tennessee,47,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,140,357625,39.1
Tennessee,47,50-54 years,50-54,Larynx,22020,White,2106-3,20,332758,6
Tennessee,47,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,51,55882,91.3
Tennessee,47,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,243,332758,73
Tennessee,47,55-59 years,55-59,Larynx,22020,White,2106-3,40,286804,13.9
Tennessee,47,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,54,36645,147.4
Tennessee,47,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,426,286804,148.5
Tennessee,47,60-64 years ,60-64,Larynx,22020,White,2106-3,48,225844,21.3
Tennessee,47,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,76,27758,273.8
Tennessee,47,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,624,225844,276.3
Tennessee,47,65-69 years,65-69,Larynx,22020,White,2106-3,41,185727,22.1
Tennessee,47,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,82,23310,351.8
Tennessee,47,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,627,185727,337.6
Tennessee,47,70-74 years,70-74,Larynx,22020,White,2106-3,24,159051,15.1
Tennessee,47,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,69,18672,369.5
Tennessee,47,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,642,159051,403.6
Tennessee,47,75-79 years,75-79,Larynx,22020,White,2106-3,18,130341,13.8
Tennessee,47,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,49,14753,332.1
Tennessee,47,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,531,130341,407.4
Tennessee,47,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,39,9828,396.8
Tennessee,47,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,341,89890,379.4
Tennessee,47,85+ years,85+,Lung and Bronchus,22030,White,2106-3,149,72806,204.7
Texas,48,35-39 years,35-39,Lung and Bronchus,22030,White,2106-3,48,1353742,3.5
Texas,48,40-44 years,40-44,Larynx,22020,White,2106-3,20,1413327,1.4
Texas,48,40-44 years,40-44,Lung and Bronchus,22030,Black or African American,2054-5,37,208623,17.7
Texas,48,40-44 years,40-44,Lung and Bronchus,22030,White,2106-3,167,1413327,11.8
Texas,48,45-49 years,45-49,Larynx,22020,Black or African American,2054-5,17,180808,9.4
Texas,48,45-49 years,45-49,Larynx,22020,White,2106-3,46,1285120,3.6
Texas,48,45-49 years,45-49,Lung and Bronchus,22030,Black or African American,2054-5,78,180808,43.1
Texas,48,45-49 years,45-49,Lung and Bronchus,22030,White,2106-3,346,1285120,26.9
Texas,48,50-54 years,50-54,Larynx,22020,Black or African American,2054-5,16,142877,11.2
Texas,48,50-54 years,50-54,Larynx,22020,White,2106-3,67,1098345,6.1
Texas,48,50-54 years,50-54,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,17,43534,39
Texas,48,50-54 years,50-54,Lung and Bronchus,22030,Black or African American,2054-5,119,142877,83.3
Texas,48,50-54 years,50-54,Lung and Bronchus,22030,White,2106-3,603,1098345,54.9
Texas,48,55-59 years,55-59,Larynx,22020,Black or African American,2054-5,18,96139,18.7
Texas,48,55-59 years,55-59,Larynx,22020,White,2106-3,82,888247,9.2
Texas,48,55-59 years,55-59,Lung and Bronchus,22030,Black or African American,2054-5,169,96139,175.8
Texas,48,55-59 years,55-59,Lung and Bronchus,22030,White,2106-3,991,888247,111.6
Texas,48,60-64 years ,60-64,"Nose, Nasal Cavity and Middle Ear",22010,White,2106-3,16,663360,2.4
Texas,48,60-64 years ,60-64,Larynx,22020,Black or African American,2054-5,24,71240,33.7
Texas,48,60-64 years ,60-64,Larynx,22020,White,2106-3,114,663360,17.2
Texas,48,60-64 years ,60-64,Lung and Bronchus,22030,Black or African American,2054-5,220,71240,308.8
Texas,48,60-64 years ,60-64,Lung and Bronchus,22030,White,2106-3,1324,663360,199.6
Texas,48,65-69 years,65-69,Larynx,22020,Black or African American,2054-5,21,58912,35.6
Texas,48,65-69 years,65-69,Larynx,22020,White,2106-3,107,551437,19.4
Texas,48,65-69 years,65-69,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,24,14205,169
Texas,48,65-69 years,65-69,Lung and Bronchus,22030,Black or African American,2054-5,214,58912,363.3
Texas,48,65-69 years,65-69,Lung and Bronchus,22030,White,2106-3,1733,551437,314.3
Texas,48,70-74 years,70-74,Larynx,22020,White,2106-3,93,480634,19.3
Texas,48,70-74 years,70-74,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,18,10057,179
Texas,48,70-74 years,70-74,Lung and Bronchus,22030,Black or African American,2054-5,195,46787,416.8
Texas,48,70-74 years,70-74,Lung and Bronchus,22030,White,2106-3,2007,480634,417.6
Texas,48,75-79 years,75-79,Larynx,22020,White,2106-3,67,392610,17.1
Texas,48,75-79 years,75-79,Lung and Bronchus,22030,Asian or Pacific Islander,A-PI,17,6123,277.6
Texas,48,75-79 years,75-79,Lung and Bronchus,22030,Black or African American,2054-5,179,34813,514.2
Texas,48,75-79 years,75-79,Lung and Bronchus,22030,White,2106-3,1853,392610,472
Texas,48,80-84 years,80-84,Larynx,22020,White,2106-3,43,266286,16.1
Texas,48,80-84 years,80-84,Lung and Bronchus,22030,Black or African American,2054-5,100,22066,453.2
Texas,48,80-84 years,80-84,Lung and Bronchus,22030,White,2106-3,1243,266286,466.8
Texas,48,85+ years,85+,Larynx,22020,White,2106-3,27,215815,12.5
