,Cancer,Gender,Larynx,Lung,Nasal,Race,State,Trachea,Year
2925,Lung,Male,,6.6,,Black or African American,NY,,2008
2926,Lung,Male,,5.7,,Black or African American,NY,,2009
2927,Lung,Male,,5.8,,Black or African American,NY,,2010
2928,Lung,Male,,5.9,,Black or African American,NY,,2011
2929,Lung,Male,,4.4,,Black or African American,NY,,2012
2930,Lung,Male,,5.3,,Black or African American,NY,,2013
2931,Lung,Male,,6.0,,Black or African American,NY,,2014
2932,Lung,Male,,7.4,,Black or African American,NY,,2015
2933,Lung,Male,,5.9536005805435455,,Black or African American,NY,,2016
2934,Lung,Male,,1.2462874938207111,,Black or African American,NY,,2017
2935,Lung,Male,,4.703312221889574,,Black or African American,NY,,2018
2936,Lung,Male,,4.3275844704224005,,Black or African American,NY,,2019
2937,Lung,Male,,0.2990369452627326,,Black or African American,NY,,2020
2938,Lung,Male,,2.6121101285044457,,Black or African American,NY,,2021
2939,Lung,Male,,2.7432439099192,,Black or African American,NY,,2022
2940,Lung,Male,,0.0,,Black or African American,NY,,2023
2941,Lung,Male,,0.15177509042792892,,Black or African American,NY,,2024
2942,Lung,Male,,2.5277716758878044,,Black or African American,NY,,2025
2943,Lung,Male,,8.7,,White,MO,,1999
2944,Lung,Male,,8.9,,White,MO,,2000
2945,Lung,Male,,7.7,,White,MO,,2001
2946,Lung,Male,,8.7,,White,MO,,2002
2947,Lung,Male,,8.1,,White,MO,,2003
2948,Lung,Male,,8.4,,White,MO,,2004
2949,Lung,Male,,8.3,,White,MO,,2005
2950,Lung,Male,,7.4,,White,MO,,2006
2951,Lung,Male,,6.3,,White,MO,,2007
2952,Lung,Male,,7.9,,White,MO,,2008
2953,Lung,Male,,9.2,,White,MO,,2009
2954,Lung,Male,,8.6,,White,MO,,2010
2955,Lung,Male,,9.0,,White,MO,,2011
2956,Lung,Male,,8.9,,White,MO,,2012
2957,Lung,Male,,8.5,,White,MO,,2013
2958,Lung,Male,,7.8,,White,MO,,2014
2959,Lung,Male,,8.3,,White,MO,,2015
2960,Lung,Male,,8.657531675615795,,White,MO,,2016
2961,Lung,Male,,0.4843196024723138,,White,MO,,2017
2962,Lung,Male,,5.076017423847534,,White,MO,,2018
2963,Lung,Male,,6.753595745039543,,White,MO,,2019
2964,Lung,Male,,0.7159275555790918,,White,MO,,2020
2965,Lung,Male,,2.9803602062064654,,White,MO,,2021
2966,Lung,Male,,5.283722675276215,,White,MO,,2022
2967,Lung,Male,,0.0,,White,MO,,2023
2968,Lung,Male,,0.0,,White,MO,,2024
2969,Lung,Male,,5.8381077074323775,,White,MO,,2025
2970,Larynx,Female,70.4,,,White,CT,,1999
2971,Larynx,Female,72.2,,,White,CT,,2000
2972,Larynx,Female,72.1,,,White,CT,,2001
2973,Larynx,Female,77.7,,,White,CT,,2002
2974,Larynx,Female,78.6,,,White,CT,,2003
2975,Larynx,Female,77.2,,,White,CT,,2004
2976,Larynx,Female,82.0,,,White,CT,,2005
2977,Larynx,Female,85.4,,,White,CT,,2006
2978,Larynx,Female,83.7,,,White,CT,,2007
2979,Larynx,Female,81.7,,,White,CT,,2008
2980,Larynx,Female,83.4,,,White,CT,,2009
2981,Larynx,Female,81.4,,,White,CT,,2010
2982,Larynx,Female,78.5,,,White,CT,,2011
2983,Larynx,Female,83.2,,,White,CT,,2012
2984,Larynx,Female,85.6,,,White,CT,,2013
2985,Larynx,Female,83.9,,,White,CT,,2014
2986,Larynx,Female,81.0,,,White,CT,,2015
2987,Larynx,Female,81.7798864789403,,,White,CT,,2016
2988,Larynx,Female,0.0,,,White,CT,,2017
2989,Larynx,Female,15.309750574565575,,,White,CT,,2018
2990,Larynx,Female,59.96262481814493,,,White,CT,,2019
2991,Larynx,Female,0.0,,,White,CT,,2020
2992,Larynx,Female,0.0,,,White,CT,,2021
2993,Larynx,Female,102.90367257810064,,,White,CT,,2022
2994,Larynx,Female,0.0,,,White,CT,,2023
2995,Larynx,Female,0.0,,,White,CT,,2024
2996,Larynx,Female,115.1579690299004,,,White,CT,,2025
2997,Larynx,Male,73.6,,,Black or African American,IN,,1999
2998,Larynx,Male,64.6,,,Black or African American,IN,,2000
2999,Larynx,Male,67.9,,,Black or African American,IN,,2001
3000,Larynx,Male,76.5,,,Black or African American,IN,,2002
3001,Larynx,Male,75.8,,,Black or African American,IN,,2003
3002,Larynx,Male,66.8,,,Black or African American,IN,,2004
3003,Larynx,Male,72.2,,,Black or African American,IN,,2005
3004,Larynx,Male,65.1,,,Black or African American,IN,,2006
3005,Larynx,Male,72.4,,,Black or African American,IN,,2007
3006,Larynx,Male,70.3,,,Black or African American,IN,,2008
3007,Larynx,Male,75.9,,,Black or African American,IN,,2009
3008,Larynx,Male,65.4,,,Black or African American,IN,,2010
3009,Larynx,Male,65.8,,,Black or African American,IN,,2011
3010,Larynx,Male,62.2,,,Black or African American,IN,,2012
3011,Larynx,Male,55.1,,,Black or African American,IN,,2013
3012,Larynx,Male,64.8,,,Black or African American,IN,,2014
3013,Larynx,Male,50.8,,,Black or African American,IN,,2015
3014,Larynx,Male,63.63310373873515,,,Black or African American,IN,,2016
3015,Larynx,Male,43.44748189706232,,,Black or African American,IN,,2017
3016,Larynx,Male,4.624052219894917,,,Black or African American,IN,,2018
3017,Larynx,Male,28.914508512997042,,,Black or African American,IN,,2019
3018,Larynx,Male,0.0,,,Black or African American,IN,,2020
3019,Larynx,Male,40.03071803775535,,,Black or African American,IN,,2021
3020,Larynx,Male,0.0,,,Black or African American,IN,,2022
3021,Larynx,Male,57.76003878873439,,,Black or African American,IN,,2023
3022,Larynx,Male,0.0,,,Black or African American,IN,,2024
3023,Larynx,Male,107.31502405628727,,,Black or African American,IN,,2025
3024,Larynx,Male,106.6,,,White,RI,,1999
3025,Larynx,Male,106.9,,,White,RI,,2000
3026,Larynx,Male,102.4,,,White,RI,,2001
3027,Larynx,Male,100.9,,,White,RI,,2002
3028,Larynx,Male,97.7,,,White,RI,,2003
3029,Larynx,Male,103.7,,,White,RI,,2004
3030,Larynx,Male,93.4,,,White,RI,,2005
3031,Larynx,Male,90.8,,,White,RI,,2006
3032,Larynx,Male,105.7,,,White,RI,,2007
3033,Larynx,Male,94.6,,,White,RI,,2008
3034,Larynx,Male,96.9,,,White,RI,,2009
3035,Larynx,Male,83.6,,,White,RI,,2010
3036,Larynx,Male,90.2,,,White,RI,,2011
3037,Larynx,Male,97.4,,,White,RI,,2012
3038,Larynx,Male,93.6,,,White,RI,,2013
3039,Larynx,Male,96.4,,,White,RI,,2014
3040,Larynx,Male,93.2,,,White,RI,,2015
3041,Larynx,Male,93.5656902489752,,,White,RI,,2016
3042,Larynx,Male,72.55242925013356,,,White,RI,,2017
3043,Larynx,Male,70.1038910551203,,,White,RI,,2018
3044,Larynx,Male,49.81217588283707,,,White,RI,,2019
3045,Larynx,Male,46.54560416792164,,,White,RI,,2020
3046,Larynx,Male,0.0,,,White,RI,,2021
3047,Larynx,Male,40.781176668373256,,,White,RI,,2022
3048,Larynx,Male,0.0,,,White,RI,,2023
3049,Larynx,Male,19.93238992913568,,,White,RI,,2024
3050,Larynx,Male,0.0,,,White,RI,,2025
3051,Lung,Male,,6.4,,White,NM,,1999
3052,Lung,Male,,7.0,,White,NM,,2000
3053,Lung,Male,,5.9,,White,NM,,2001
3054,Lung,Male,,4.9,,White,NM,,2002
3055,Lung,Male,,6.4,,White,NM,,2003
3056,Lung,Male,,4.2,,White,NM,,2004
3057,Lung,Male,,5.2,,White,NM,,2005
3058,Lung,Male,,5.7,,White,NM,,2006
3059,Lung,Male,,6.1,,White,NM,,2007
3060,Lung,Male,,6.1,,White,NM,,2008
3061,Lung,Male,,6.6,,White,NM,,2009
3062,Lung,Male,,4.1,,White,NM,,2010
3063,Lung,Male,,4.6,,White,NM,,2011
3064,Lung,Male,,4.8,,White,NM,,2012
3065,Lung,Male,,6.7,,White,NM,,2013
3066,Lung,Male,,4.7,,White,NM,,2014
3067,Lung,Male,,4.2,,White,NM,,2015
3068,Lung,Male,,3.5308612787229774,,White,NM,,2016
3069,Lung,Male,,3.1746232353829917,,White,NM,,2017
3070,Lung,Male,,5.036123088482642,,White,NM,,2018
3071,Lung,Male,,5.0548144579338725,,White,NM,,2019
3072,Lung,Male,,2.3778098478309566,,White,NM,,2020
3073,Lung,Male,,1.9541799916794305,,White,NM,,2021
3074,Lung,Male,,0.8271369943065272,,White,NM,,2022
3075,Lung,Male,,2.1047221787305848,,White,NM,,2023
3076,Lung,Male,,1.2859646535384002,,White,NM,,2024
3077,Lung,Male,,1.545467870831411,,White,NM,,2025
3078,Larynx,Female,61.9,,,White,NC,,1999
3079,Larynx,Female,63.1,,,White,NC,,2000
3080,Larynx,Female,61.1,,,White,NC,,2001
3081,Larynx,Female,65.6,,,White,NC,,2002
3082,Larynx,Female,71.4,,,White,NC,,2003
3083,Larynx,Female,72.2,,,White,NC,,2004
3084,Larynx,Female,76.6,,,White,NC,,2005
3085,Larynx,Female,76.0,,,White,NC,,2006
3086,Larynx,Female,77.2,,,White,NC,,2007
3087,Larynx,Female,77.2,,,White,NC,,2008
3088,Larynx,Female,75.9,,,White,NC,,2009
3089,Larynx,Female,75.0,,,White,NC,,2010
3090,Larynx,Female,74.7,,,White,NC,,2011
3091,Larynx,Female,78.7,,,White,NC,,2012
3092,Larynx,Female,81.7,,,White,NC,,2013
3093,Larynx,Female,82.2,,,White,NC,,2014
3094,Larynx,Female,83.2,,,White,NC,,2015
3095,Larynx,Female,82.54540766002913,,,White,NC,,2016
3096,Larynx,Female,0.0,,,White,NC,,2017
3097,Larynx,Female,0.0,,,White,NC,,2018
3098,Larynx,Female,0.0,,,White,NC,,2019
3099,Larynx,Female,43.224393112570134,,,White,NC,,2020
3100,Larynx,Female,46.85403124149721,,,White,NC,,2021
3101,Larynx,Female,16.41632965347819,,,White,NC,,2022
3102,Larynx,Female,0.0,,,White,NC,,2023
3103,Larynx,Female,0.0,,,White,NC,,2024
3104,Larynx,Female,0.0,,,White,NC,,2025
3105,Lung,Male,,8.5,,White,NY,,1999
3106,Lung,Male,,8.2,,White,NY,,2000
3107,Lung,Male,,7.7,,White,NY,,2001
3108,Lung,Male,,7.7,,White,NY,,2002
3109,Lung,Male,,7.6,,White,NY,,2003
3110,Lung,Male,,8.0,,White,NY,,2004
3111,Lung,Male,,8.1,,White,NY,,2005
3112,Lung,Male,,7.6,,White,NY,,2006
3113,Lung,Male,,7.3,,White,NY,,2007
3114,Lung,Male,,8.2,,White,NY,,2008
3115,Lung,Male,,7.4,,White,NY,,2009
3116,Lung,Male,,7.3,,White,NY,,2010
3117,Lung,Male,,7.0,,White,NY,,2011
3118,Lung,Male,,7.5,,White,NY,,2012
3119,Lung,Male,,7.5,,White,NY,,2013
3120,Lung,Male,,6.9,,White,NY,,2014
3121,Lung,Male,,7.1,,White,NY,,2015
3122,Lung,Male,,7.146747017486062,,White,NY,,2016
3123,Lung,Male,,8.307698576895042,,White,NY,,2017
3124,Lung,Male,,7.582349476577638,,White,NY,,2018
3125,Lung,Male,,6.377099205815214,,White,NY,,2019
3126,Lung,Male,,4.167409882977261,,White,NY,,2020
3127,Lung,Male,,4.603325628996906,,White,NY,,2021
3128,Lung,Male,,3.303400545252477,,White,NY,,2022
3129,Lung,Male,,3.4783471316997776,,White,NY,,2023
3130,Lung,Male,,1.7604861131134388,,White,NY,,2024
3131,Lung,Male,,2.6673944225084423,,White,NY,,2025
3132,Larynx,Male,61.5,,,Black or African American,CA,,1999
3133,Larynx,Male,62.4,,,Black or African American,CA,,2000
3134,Larynx,Male,62.4,,,Black or African American,CA,,2001
3135,Larynx,Male,61.5,,,Black or African American,CA,,2002
3136,Larynx,Male,58.9,,,Black or African American,CA,,2003
3137,Larynx,Male,56.1,,,Black or African American,CA,,2004
3138,Larynx,Male,61.0,,,Black or African American,CA,,2005
3139,Larynx,Male,59.4,,,Black or African American,CA,,2006
3140,Larynx,Male,53.0,,,Black or African American,CA,,2007
3141,Larynx,Male,53.6,,,Black or African American,CA,,2008
3142,Larynx,Male,60.0,,,Black or African American,CA,,2009
3143,Larynx,Male,52.7,,,Black or African American,CA,,2010
3144,Larynx,Male,51.2,,,Black or African American,CA,,2011
3145,Larynx,Male,52.0,,,Black or African American,CA,,2012
3146,Larynx,Male,47.5,,,Black or African American,CA,,2013
3147,Larynx,Male,48.4,,,Black or African American,CA,,2014
3148,Larynx,Male,48.1,,,Black or African American,CA,,2015
3149,Larynx,Male,45.52509290251735,,,Black or African American,CA,,2016
3150,Larynx,Male,42.256303965786564,,,Black or African American,CA,,2017
3151,Larynx,Male,60.708644205600976,,,Black or African American,CA,,2018
3152,Larynx,Male,9.80774582828136,,,Black or African American,CA,,2019
3153,Larynx,Male,37.38342916661609,,,Black or African American,CA,,2020
3154,Larynx,Male,22.99244754427875,,,Black or African American,CA,,2021
3155,Larynx,Male,0.0,,,Black or African American,CA,,2022
3156,Larynx,Male,38.23378040039406,,,Black or African American,CA,,2023
3157,Larynx,Male,0.0,,,Black or African American,CA,,2024
3158,Larynx,Male,4.799830376121633,,,Black or African American,CA,,2025
3159,Larynx,Female,48.5,,,White,MN,,1999
3160,Larynx,Female,49.2,,,White,MN,,2000
3161,Larynx,Female,52.1,,,White,MN,,2001
3162,Larynx,Female,53.9,,,White,MN,,2002
3163,Larynx,Female,56.1,,,White,MN,,2003
3164,Larynx,Female,55.8,,,White,MN,,2004
3165,Larynx,Female,54.1,,,White,MN,,2005
3166,Larynx,Female,57.4,,,White,MN,,2006
3167,Larynx,Female,59.0,,,White,MN,,2007
3168,Larynx,Female,60.4,,,White,MN,,2008
3169,Larynx,Female,62.0,,,White,MN,,2009
3170,Larynx,Female,64.6,,,White,MN,,2010
3171,Larynx,Female,60.1,,,White,MN,,2011
3172,Larynx,Female,65.1,,,White,MN,,2012
3173,Larynx,Female,67.1,,,White,MN,,2013
3174,Larynx,Female,65.2,,,White,MN,,2014
3175,Larynx,Female,72.4,,,White,MN,,2015
3176,Larynx,Female,71.07543683390759,,,White,MN,,2016
3177,Larynx,Female,86.73624774675959,,,White,MN,,2017
3178,Larynx,Female,75.72245938761314,,,White,MN,,2018
3179,Larynx,Female,67.33587268959971,,,White,MN,,2019
3180,Larynx,Female,106.11243958510158,,,White,MN,,2020
3181,Larynx,Female,47.36777885328972,,,White,MN,,2021
3182,Larynx,Female,43.03547162435899,,,White,MN,,2022
3183,Larynx,Female,90.40655036307794,,,White,MN,,2023
3184,Larynx,Female,0.0,,,White,MN,,2024
3185,Larynx,Female,129.2626447424035,,,White,MN,,2025
3186,Lung,Male,,8.5,,White,GA,,1999
3187,Lung,Male,,7.6,,White,GA,,2000
3188,Lung,Male,,8.5,,White,GA,,2001
3189,Lung,Male,,7.2,,White,GA,,2002
3190,Lung,Male,,7.1,,White,GA,,2003
3191,Lung,Male,,7.2,,White,GA,,2004
3192,Lung,Male,,8.7,,White,GA,,2005
3193,Lung,Male,,7.2,,White,GA,,2006
3194,Lung,Male,,7.9,,White,GA,,2007
3195,Lung,Male,,7.7,,White,GA,,2008
3196,Lung,Male,,8.6,,White,GA,,2009
3197,Lung,Male,,8.6,,White,GA,,2010
3198,Lung,Male,,7.4,,White,GA,,2011
3199,Lung,Male,,7.1,,White,GA,,2012
3200,Lung,Male,,7.2,,White,GA,,2013
3201,Lung,Male,,6.3,,White,GA,,2014
3202,Lung,Male,,7.1,,White,GA,,2015
3203,Lung,Male,,7.1033661397750585,,White,GA,,2016
3204,Lung,Male,,3.8653098085305686,,White,GA,,2017
3205,Lung,Male,,3.9879578094098793,,White,GA,,2018
3206,Lung,Male,,3.5182022602555567,,White,GA,,2019
3207,Lung,Male,,1.8327266729836815,,White,GA,,2020
3208,Lung,Male,,2.2875964080992617,,White,GA,,2021
3209,Lung,Male,,0.9411534552505674,,White,GA,,2022
3210,Lung,Male,,1.0435568987298716,,White,GA,,2023
3211,Lung,Male,,0.29090716278904605,,White,GA,,2024
3212,Lung,Male,,0.9733766826385328,,White,GA,,2025
3213,Nasal,Male,,,0.6,White,CA,,1999
3214,Nasal,Male,,,0.8,White,CA,,2000
3215,Nasal,Male,,,0.7,White,CA,,2001
3216,Nasal,Male,,,0.8,White,CA,,2002
3217,Nasal,Male,,,0.7,White,CA,,2003
3218,Nasal,Male,,,0.7,White,CA,,2004
3219,Nasal,Male,,,0.7,White,CA,,2005
3220,Nasal,Male,,,0.8,White,CA,,2006
3221,Nasal,Male,,,0.9,White,CA,,2007
3222,Nasal,Male,,,0.7,White,CA,,2008
3223,Nasal,Male,,,0.7,White,CA,,2009
3224,Nasal,Male,,,0.7,White,CA,,2010
3225,Nasal,Male,,,0.8,White,CA,,2011
3226,Nasal,Male,,,0.8,White,CA,,2012
3227,Nasal,Male,,,1.0,White,CA,,2013
3228,Nasal,Male,,,0.8,White,CA,,2014
3229,Nasal,Male,,,0.8,White,CA,,2015
3230,Nasal,Male,,,0.7427668206954962,White,CA,,2016
3231,Nasal,Male,,,0.7636307987382202,White,CA,,2017
3232,Nasal,Male,,,0.8256159675047878,White,CA,,2018
3233,Nasal,Male,,,1.0494357832383714,White,CA,,2019
3234,Nasal,Male,,,0.6812981010758916,White,CA,,2020
3235,Nasal,Male,,,0.6705389122483659,White,CA,,2021
3236,Nasal,Male,,,0.10028684533669152,White,CA,,2022
3237,Nasal,Male,,,0.7357274423302381,White,CA,,2023
3238,Nasal,Male,,,0.17732150763129484,White,CA,,2024
3239,Nasal,Male,,,0.8794484632450605,White,CA,,2025
3240,Larynx,Male,85.5,,,White,IL,,1999
3241,Larynx,Male,83.4,,,White,IL,,2000
3242,Larynx,Male,84.4,,,White,IL,,2001
3243,Larynx,Male,84.9,,,White,IL,,2002
3244,Larynx,Male,84.7,,,White,IL,,2003
3245,Larynx,Male,80.5,,,White,IL,,2004
3246,Larynx,Male,81.8,,,White,IL,,2005
3247,Larynx,Male,83.0,,,White,IL,,2006
3248,Larynx,Male,83.1,,,White,IL,,2007
3249,Larynx,Male,82.2,,,White,IL,,2008
3250,Larynx,Male,84.0,,,White,IL,,2009
3251,Larynx,Male,80.1,,,White,IL,,2010
3252,Larynx,Male,81.8,,,White,IL,,2011
3253,Larynx,Male,79.8,,,White,IL,,2012
3254,Larynx,Male,80.5,,,White,IL,,2013
3255,Larynx,Male,82.3,,,White,IL,,2014
3256,Larynx,Male,79.2,,,White,IL,,2015
3257,Larynx,Male,80.05881904404335,,,White,IL,,2016
3258,Larynx,Male,74.68860405046611,,,White,IL,,2017
3259,Larynx,Male,61.88003161419167,,,White,IL,,2018
3260,Larynx,Male,64.28753187424786,,,White,IL,,2019
3261,Larynx,Male,62.866851837453495,,,White,IL,,2020
3262,Larynx,Male,33.664072970763144,,,White,IL,,2021
3263,Larynx,Male,34.935213184347326,,,White,IL,,2022
3264,Larynx,Male,21.0894739601342,,,White,IL,,2023
3265,Larynx,Male,28.15183406637855,,,White,IL,,2024
3266,Larynx,Male,20.350234521434377,,,White,IL,,2025
3267,Larynx,Female,95.9,,,White,FL,,1999
3268,Larynx,Female,97.5,,,White,FL,,2000
3269,Larynx,Female,95.4,,,White,FL,,2001
3270,Larynx,Female,95.6,,,White,FL,,2002
3271,Larynx,Female,94.8,,,White,FL,,2003
3272,Larynx,Female,96.3,,,White,FL,,2004
3273,Larynx,Female,93.8,,,White,FL,,2005
3274,Larynx,Female,91.9,,,White,FL,,2006
3275,Larynx,Female,91.7,,,White,FL,,2007
3276,Larynx,Female,94.3,,,White,FL,,2008
3277,Larynx,Female,93.3,,,White,FL,,2009
3278,Larynx,Female,93.0,,,White,FL,,2010
3279,Larynx,Female,90.7,,,White,FL,,2011
3280,Larynx,Female,93.6,,,White,FL,,2012
3281,Larynx,Female,90.1,,,White,FL,,2013
3282,Larynx,Female,88.5,,,White,FL,,2014
3283,Larynx,Female,86.1,,,White,FL,,2015
3284,Larynx,Female,90.92686216143206,,,White,FL,,2016
3285,Larynx,Female,11.228095678613307,,,White,FL,,2017
3286,Larynx,Female,51.466513007470255,,,White,FL,,2018
3287,Larynx,Female,96.62826239570938,,,White,FL,,2019
3288,Larynx,Female,0.0,,,White,FL,,2020
3289,Larynx,Female,0.0,,,White,FL,,2021
3290,Larynx,Female,83.00073844130979,,,White,FL,,2022
3291,Larynx,Female,73.94685614264455,,,White,FL,,2023
3292,Larynx,Female,0.0,,,White,FL,,2024
3293,Larynx,Female,0.0,,,White,FL,,2025
3294,Nasal,Female,,,0.5,White,CA,,1999
3295,Nasal,Female,,,0.5,White,CA,,2000
3296,Nasal,Female,,,0.6,White,CA,,2001
3297,Nasal,Female,,,0.5,White,CA,,2002
3298,Nasal,Female,,,0.4,White,CA,,2003
3299,Nasal,Female,,,0.6,White,CA,,2004
3300,Nasal,Female,,,0.7,White,CA,,2005
3301,Nasal,Female,,,0.5,White,CA,,2006
3302,Nasal,Female,,,0.6,White,CA,,2007
3303,Nasal,Female,,,0.6,White,CA,,2008
3304,Nasal,Female,,,0.6,White,CA,,2009
3305,Nasal,Female,,,0.6,White,CA,,2010
3306,Nasal,Female,,,0.5,White,CA,,2011
3307,Nasal,Female,,,0.6,White,CA,,2012
3308,Nasal,Female,,,0.6,White,CA,,2013
3309,Nasal,Female,,,0.5,White,CA,,2014
3310,Nasal,Female,,,0.5,White,CA,,2015
3311,Nasal,Female,,,0.5425030437986607,White,CA,,2016
3312,Nasal,Female,,,0.3300224080360368,White,CA,,2017
3313,Nasal,Female,,,0.4695246623796866,White,CA,,2018
3314,Nasal,Female,,,0.046573108366535186,White,CA,,2019
3315,Nasal,Female,,,0.0916487135298483,White,CA,,2020
3316,Nasal,Female,,,0.11720639866693687,White,CA,,2021
3317,Nasal,Female,,,0.0,White,CA,,2022
3318,Nasal,Female,,,0.1273523668611504,White,CA,,2023
3319,Nasal,Female,,,0.0,White,CA,,2024
3320,Nasal,Female,,,0.0,White,CA,,2025
3321,Larynx,Female,57.4,,,White,WI,,1999
3322,Larynx,Female,55.4,,,White,WI,,2000
3323,Larynx,Female,62.8,,,White,WI,,2001
3324,Larynx,Female,60.6,,,White,WI,,2002
3325,Larynx,Female,61.2,,,White,WI,,2003
3326,Larynx,Female,60.9,,,White,WI,,2004
3327,Larynx,Female,66.2,,,White,WI,,2005
3328,Larynx,Female,67.2,,,White,WI,,2006
3329,Larynx,Female,64.6,,,White,WI,,2007
3330,Larynx,Female,66.0,,,White,WI,,2008
3331,Larynx,Female,65.3,,,White,WI,,2009
3332,Larynx,Female,68.5,,,White,WI,,2010
3333,Larynx,Female,72.3,,,White,WI,,2011
3334,Larynx,Female,71.7,,,White,WI,,2012
3335,Larynx,Female,72.3,,,White,WI,,2013
3336,Larynx,Female,72.9,,,White,WI,,2014
3337,Larynx,Female,69.9,,,White,WI,,2015
3338,Larynx,Female,74.83760373249784,,,White,WI,,2016
3339,Larynx,Female,59.676747296892366,,,White,WI,,2017
3340,Larynx,Female,87.56182949943113,,,White,WI,,2018
3341,Larynx,Female,58.366115530018085,,,White,WI,,2019
3342,Larynx,Female,67.09311809210186,,,White,WI,,2020
3343,Larynx,Female,46.64012383357722,,,White,WI,,2021
3344,Larynx,Female,24.152947299524985,,,White,WI,,2022
3345,Larynx,Female,50.081240526802155,,,White,WI,,2023
3346,Larynx,Female,32.97940973810548,,,White,WI,,2024
3347,Larynx,Female,26.457517204311102,,,White,WI,,2025
3348,Lung,Male,,8.5,,White,SC,,1999
3349,Lung,Male,,9.1,,White,SC,,2000
3350,Lung,Male,,10.4,,White,SC,,2001
3351,Lung,Male,,9.8,,White,SC,,2002
3352,Lung,Male,,10.0,,White,SC,,2003
3353,Lung,Male,,8.6,,White,SC,,2004
3354,Lung,Male,,9.2,,White,SC,,2005
3355,Lung,Male,,9.8,,White,SC,,2006
3356,Lung,Male,,9.1,,White,SC,,2007
3357,Lung,Male,,8.9,,White,SC,,2008
3358,Lung,Male,,8.9,,White,SC,,2009
3359,Lung,Male,,10.2,,White,SC,,2010
3360,Lung,Male,,9.2,,White,SC,,2011
3361,Lung,Male,,9.3,,White,SC,,2012
3362,Lung,Male,,8.4,,White,SC,,2013
3363,Lung,Male,,8.9,,White,SC,,2014
3364,Lung,Male,,9.7,,White,SC,,2015
3365,Lung,Male,,8.921304909372445,,White,SC,,2016
3366,Lung,Male,,7.8895628290122435,,White,SC,,2017
3367,Lung,Male,,7.707570092195064,,White,SC,,2018
3368,Lung,Male,,7.787471189141643,,White,SC,,2019
3369,Lung,Male,,4.594858121939,,White,SC,,2020
3370,Lung,Male,,1.9096968209615257,,White,SC,,2021
3371,Lung,Male,,4.633098898896553,,White,SC,,2022
3372,Lung,Male,,1.8765041432582965,,White,SC,,2023
3373,Lung,Male,,3.290168613289853,,White,SC,,2024
3374,Lung,Male,,0.0,,White,SC,,2025
3375,Lung,Female,,1.2,,White,CO,,1999
3376,Lung,Female,,1.3,,White,CO,,2000
3377,Lung,Female,,1.2,,White,CO,,2001
3378,Lung,Female,,1.5,,White,CO,,2002
3379,Lung,Female,,1.3,,White,CO,,2003
3380,Lung,Female,,1.3,,White,CO,,2004
3381,Lung,Female,,1.0,,White,CO,,2005
3382,Lung,Female,,1.1,,White,CO,,2006
3383,Lung,Female,,1.2,,White,CO,,2007
3384,Lung,Female,,1.0,,White,CO,,2008
3385,Lung,Female,,1.1,,White,CO,,2009
3386,Lung,Female,,1.1,,White,CO,,2010
3387,Lung,Female,,1.0,,White,CO,,2011
3388,Lung,Female,,0.8,,White,CO,,2012
3389,Lung,Female,,1.1,,White,CO,,2013
3390,Lung,Female,,0.8,,White,CO,,2014
3391,Lung,Female,,1.5,,White,CO,,2015
3392,Lung,Female,,0.4737881600849381,,White,CO,,2016
3393,Lung,Female,,2.064477873600927,,White,CO,,2017
3394,Lung,Female,,0.0,,White,CO,,2018
3395,Lung,Female,,5.2961059137065565,,White,CO,,2019
3396,Lung,Female,,0.0,,White,CO,,2020
3397,Lung,Female,,16.042763685814258,,White,CO,,2021
3398,Lung,Female,,0.0,,White,CO,,2022
3399,Lung,Female,,55.007013671693144,,White,CO,,2023
3400,Lung,Female,,0.0,,White,CO,,2024
3401,Lung,Female,,192.43204611076743,,White,CO,,2025
3402,Larynx,Male,93.6,,,White,IA,,1999
3403,Larynx,Male,94.2,,,White,IA,,2000
3404,Larynx,Male,89.8,,,White,IA,,2001
3405,Larynx,Male,90.0,,,White,IA,,2002
3406,Larynx,Male,98.1,,,White,IA,,2003
3407,Larynx,Male,93.6,,,White,IA,,2004
3408,Larynx,Male,94.6,,,White,IA,,2005
3409,Larynx,Male,96.0,,,White,IA,,2006
3410,Larynx,Male,90.9,,,White,IA,,2007
3411,Larynx,Male,92.0,,,White,IA,,2008
3412,Larynx,Male,94.4,,,White,IA,,2009
3413,Larynx,Male,93.4,,,White,IA,,2010
3414,Larynx,Male,91.7,,,White,IA,,2011
3415,Larynx,Male,89.9,,,White,IA,,2012
3416,Larynx,Male,90.3,,,White,IA,,2013
3417,Larynx,Male,89.9,,,White,IA,,2014
3418,Larynx,Male,91.5,,,White,IA,,2015
3419,Larynx,Male,91.63850160146043,,,White,IA,,2016
3420,Larynx,Male,31.04658003176549,,,White,IA,,2017
3421,Larynx,Male,57.88887335799475,,,White,IA,,2018
3422,Larynx,Male,29.78237830500285,,,White,IA,,2019
3423,Larynx,Male,48.373593399434064,,,White,IA,,2020
3424,Larynx,Male,44.29407084208388,,,White,IA,,2021
3425,Larynx,Male,0.0,,,White,IA,,2022
3426,Larynx,Male,21.79725216717669,,,White,IA,,2023
3427,Larynx,Male,7.7534498346269105,,,White,IA,,2024
3428,Larynx,Male,0.0,,,White,IA,,2025
3429,Lung,Female,,3.2,,White,FL,,1999
3430,Lung,Female,,3.0,,White,FL,,2000
3431,Lung,Female,,2.9,,White,FL,,2001
